Discription,url,Vendor
Men Regular Fit Solid Spread Collar Casual Shirt,https://www.flipkart.com/pepzo-men-solid-casual-red-shirt/p/itm841b09ef732d0?pid=SHTFYUQXAW2GENJ8&lid=LSTSHTFYUQXAW2GENJ85I8B8A&marketplace=FLIPKART&q=shirts&store=clo%2Fash%2Faxc&srno=s_1_38&otracker=search&otracker1=search&fm=organic&iid=9af312a9-2a3b-48d3-a265-6cb079432e97.SHTFYUQXAW2GENJ8.SEARCH&ppt=None&ppn=None&ssid=xo05m6l5tc0000001684598634269&qH=514ca2b2d46ccf67,Flipkart
Men Super Slim Fit Solid Spread Collar Casual Shirt,https://www.flipkart.com/peter-england-university-men-solid-casual-blue-shirt/p/itm58561ac7a44ce?pid=SHTG3XS3CZRVMETK&lid=LSTSHTG3XS3CZRVMETKMPKSJB&marketplace=FLIPKART&q=shirts&store=clo%2Fash%2Faxc&srno=s_1_39&otracker=search&otracker1=search&fm=organic&iid=9af312a9-2a3b-48d3-a265-6cb079432e97.SHTG3XS3CZRVMETK.SEARCH&ppt=None&ppn=None&ssid=xo05m6l5tc0000001684598634269&qH=514ca2b2d46ccf67,Flipkart
Men Slim Fit Checkered Cut Away Collar Casual Shirt,https://www.flipkart.com/tallwalker-men-checkered-casual-blue-shirt/p/itm1e606f63411e2?pid=SHTGG5P3FVUEFPF2&lid=LSTSHTGG5P3FVUEFPF2Y7FWOH&marketplace=FLIPKART&q=shirts&store=clo%2Fash%2Faxc&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=9af312a9-2a3b-48d3-a265-6cb079432e97.SHTGG5P3FVUEFPF2.SEARCH&ppt=None&ppn=None&ssid=xo05m6l5tc0000001684598634269&qH=514ca2b2d46ccf67,Flipkart
Men Slim Fit Solid Spread Collar Formal Shirt,https://www.flipkart.com/stoneberg-men-solid-formal-grey-shirt/p/itmb114af1143ed6?pid=SHTGHGHQMKU6WAQH&lid=LSTSHTGHGHQMKU6WAQHW5FPRL&marketplace=FLIPKART&q=shirts&store=clo%2Fash%2Faxc&srno=s_2_41&otracker=search&otracker1=search&fm=organic&iid=en_ABqu0xnnGRFyr87%2BgjrxiZCRx95rQgMJM8%2FyA2wKQLUYt%2B1PuhVJqiDuzFOwqcvWDh5sFFYbJNvVLWX2%2BjwcZw%3D%3D&ppt=None&ppn=None&ssid=tngovjzwk00000001684598847225&qH=514ca2b2d46ccf67,Flipkart
Men Regular Fit Solid Spread Collar Casual Shirt,https://www.flipkart.com/unrest-men-solid-casual-white-shirt/p/itmbdaa6cdbafa33?pid=SHTGMG5KUESFNXPV&lid=LSTSHTGMG5KUESFNXPVDPUBYX&marketplace=FLIPKART&q=shirts&store=clo%2Fash%2Faxc&srno=s_2_42&otracker=search&otracker1=search&fm=organic&iid=en_ABqu0xnnGRFyr87%2BgjrxiZCRx95rQgMJM8%2FyA2wKQLUjKbb8cIRtl2gOvMdiCN5%2FrR9%2BeSAqnHkstuJ72jQibg%3D%3D&ppt=None&ppn=None&ssid=tngovjzwk00000001684598847225&qH=514ca2b2d46ccf67,Flipkart
Men Slim Fit Checkered Casual Shirt,https://www.flipkart.com/fubar-men-checkered-casual-multicolor-shirt/p/itm02cc4ddd12243?pid=SHTG7787VGZNUUPP&lid=LSTSHTG7787VGZNUUPPGTBIQB&marketplace=FLIPKART&q=shirts&store=clo%2Fash%2Faxc&srno=s_2_43&otracker=search&otracker1=search&fm=organic&iid=e589643c-b331-4c05-b484-15f529f9fe07.SHTG7787VGZNUUPP.SEARCH&ppt=None&ppn=None&ssid=tngovjzwk00000001684598847225&qH=514ca2b2d46ccf67,Flipkart
Men Regular Fit Solid Spread Collar Casual Shirt,https://www.flipkart.com/solbiza-men-solid-casual-black-shirt/p/itm1c00f8f1b491d?pid=SHTG5VZNRAJTYR7U&lid=LSTSHTG5VZNRAJTYR7UZY3HAV&marketplace=FLIPKART&q=shirts&store=clo%2Fash%2Faxc&srno=s_2_44&otracker=search&otracker1=search&fm=organic&iid=e589643c-b331-4c05-b484-15f529f9fe07.SHTG5VZNRAJTYR7U.SEARCH&ppt=None&ppn=None&ssid=tngovjzwk00000001684598847225&qH=514ca2b2d46ccf67,Flipkart
Men Regular Fit Solid Spread Collar Formal Shirt,https://www.flipkart.com/fibermill-men-solid-formal-grey-shirt/p/itm5297ccc042b53?pid=SHTGBXYVDMPZMQ5F&lid=LSTSHTGBXYVDMPZMQ5FDSKPJW&marketplace=FLIPKART&q=shirts&store=clo%2Fash%2Faxc&srno=s_2_45&otracker=search&otracker1=search&fm=organic&iid=e589643c-b331-4c05-b484-15f529f9fe07.SHTGBXYVDMPZMQ5F.SEARCH&ppt=None&ppn=None&ssid=tngovjzwk00000001684598847225&qH=514ca2b2d46ccf67,Flipkart
Men Slim Fit Checkered Spread Collar Casual Shirt,https://www.flipkart.com/base-41-men-checkered-casual-red-shirt/p/itm79a2ddfd0325f?pid=SHTGKFFHF2Y6DWZ6&lid=LSTSHTGKFFHF2Y6DWZ6MCQCG2&marketplace=FLIPKART&q=shirts&store=clo%2Fash%2Faxc&srno=s_2_46&otracker=search&otracker1=search&fm=organic&iid=e589643c-b331-4c05-b484-15f529f9fe07.SHTGKFFHF2Y6DWZ6.SEARCH&ppt=None&ppn=None&ssid=tngovjzwk00000001684598847225&qH=514ca2b2d46ccf67,Flipkart
Men Regular Fit Printed Spread Collar Casual Shirt,https://www.flipkart.com/vebnor-men-printed-casual-light-blue-shirt/p/itm05a8d2551f5be?pid=SHTGJMJJ5JXFGNB3&lid=LSTSHTGJMJJ5JXFGNB3MQCSNT&marketplace=FLIPKART&q=shirts&store=clo%2Fash%2Faxc&srno=s_2_47&otracker=search&otracker1=search&fm=organic&iid=en_ABqu0xnnGRFyr87%2BgjrxiZCRx95rQgMJM8%2FyA2wKQLWnjcvRcq1UlmSuvFjXm0PUwTddTNSIs9EeLtLUCAVZYg%3D%3D&ppt=None&ppn=None&ssid=tngovjzwk00000001684598847225&qH=514ca2b2d46ccf67,Flipkart
